行,C NO.,ON,OFF,MA,IP,SV,UP,DN,JS,JM,S,OC,HP,PP,C,PL,V,AL,L,LD,底部余量,侧面余量,AJC,加工速度,定时,定时时间,粗糙度,材料,面积,形状,重视,Ra,切入
9,802,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.021,0.005,24,2.4,Z,48,0.32,1,6,4,1,0.1,0
10,801,1,3,0,5,90,5,30,50,10,86,0,0,10,0,-,31,30,3,2,-0.002,0.018,24,3.6,Z,129,0.1,1,6,4,1,0.1,0
11,801,1,3,0,5,90,5,30,50,10,86,0,0,10,0,-,31,30,3,2,0.018,0.003,24,3.6,Z,111,0.1,1,6,4,1,0.1,0
1,7,280,40,0,70,50,15,4,80,03,22,0,0,0,0,+,22,10,2,4,0.241,0.5,24,0,T,,0,1,6,4,1,0.32,0
2,6,90,30,0,55,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.157,0.1511,24,0,T,,0,1,6,4,1,0.32,0
3,5,60,30,0,45,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.111,0.0991,24,0,T,,0,1,6,4,1,0.32,0
4,4,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.073,0.0641,24,0,T,,2.8,1,6,4,1,0.32,0
5,3,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.051,0.0441,24,0,T,,2,1,6,4,1,0.32,0
6,2,10,10,0,15,160,15,19,80,00,73,0,0,0,0,+,42,15,2,4,0.032,0.0271,24,0,T,,1.12,1,6,4,1,0.32,0
7,801,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.007,0.007,24,0,T,,0.8,1,6,4,1,0.32,0
8,801,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.001,0.02,24,2.4,Z,48,0.32,1,6,4,1,0.32,0
9,801,1,9,0,8,110,15,19,50,00,73,0,40,1,1,-,32,30,3,2,0.021,0.005,24,2.4,Z,48,0.32,1,6,4,1,0.32,0
1,6,280,40,0,70,50,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.232,0.5,24,0,T,,0,1,6,4,1,0.5,0
2,5,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.148,0.1331,24,0,T,,0,1,6,4,1,0.5,0
3,4,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.102,0.0911,24,0,T,,0,1,6,4,1,0.5,0
4,3,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.064,0.0562,24,0,T,,2.8,1,6,4,1,0.5,0
5,2,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.042,0.0363,24,0,T,,2,1,6,4,1,0.5,0
6,801,2,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,30,2,4,0.011,0.008,24,0,T,,0.8,1,6,4,1,0.5,0
7,801,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.008,0.008,24,0,T,,0.5,1,6,4,1,0.5,0
1,6,280,40,0,70,50,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.232,0.5,24,0,T,,0,1,6,4,1,0.8,0
2,5,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.148,0.1331,24,0,T,,0,1,6,4,1,0.8,0
3,4,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.102,0.0911,24,0,T,,0,1,6,4,1,0.8,0
4,3,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.064,0.0562,24,0,T,,2.8,1,6,4,1,0.8,0
5,2,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.042,0.0363,24,0,T,,2,1,6,4,1,.0.8,0
6,801,5,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,15,2,4,0.024,0.02,24,0,T,,1.12,1,6,4,1,0.8,0
7,801,2,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,30,2,4,0.011,0.008,24,0,T,,0.8,1,6,4,1,0.8,0
1,6,280,40,0,70,50,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.232,0.5,24,0,T,,0,1,6,4,1,1.12,0
2,5,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.148,0.1331,24,0,T,,0,1,6,4,1,1.12,0
3,4,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.102,0.0911,24,0,T,,0,1,6,4,1,1.12,0
4,3,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.064,0.0562,24,0,T,,2.8,1,6,4,1,1.12,0
5,2,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.042,0.0363,24,0,T,,2,1,6,4,1,1.12,0
6,1,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.036,24,0,T,,2,1,6,4,1,1.12,0
7,800,5,15,0,15,180,15,19,80,00,73,0,4,0,0,-,42,15,2,4,0.024,0.02,24,0,T,,1.12,1,6,4,1,1.12,0
1,5,280,40,0,70,50,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.221,0.5,24,0,T,,0,1,6,4,1,2,0
2,4,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.137,0.1232,24,0,T,,0,1,6,4,1,2,0
3,3,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.091,0.0813,24,0,T,,0,1,6,4,1,2,0
4,2,30,15,0,35,150,15,8,80,00,62,0,0,0,0,+,42,10,2,4,0.053,0.0465,24,0,T,,2.8,1,6,4,1,2,0
5,1,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.036,24,0,T,,2,1,6,4,1,2,0
1,4,280,40,0,70,50,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.211,0.5,24,0,T,,0,1,6,4,1,2.8,0
2,3,90,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.127,0.1142,24,0,T,,0,1,6,4,1,2.8,0
3,2,60,30,0,35,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.081,0.0723,24,0,T,,0,1,6,4,1,2.8,0
4,1,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.069,0.053,24,0,T,,2.8,1,6,4,1,2.8,0
1,9,360,50,0,90,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.303,0.5,24,0,T,,0,1,8,4,1,0.1,0
2,8,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.227,0.207,24,0,T,,0,1,8,4,1,0.1,0
3,7,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.158,0.142,24,0,T,,0,1,8,4,1,0.1,0
4,6,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.112,0.1,24,0,T,,0,1,8,4,1,0.1,0
5,5,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.074,0.065,24,0,T,,2.8,1,8,4,1,0.1,0
6,4,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.045,24,0,T,,2,1,8,4,1,0.1,0
7,3,10,10,0,15,160,15,19,80,00,73,0,0,0,0,+,42,15,2,4,0.033,0.028,24,0,T,,1.12,1,8,4,1,0.1,0
8,802,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.008,0.008,24,0,T,,0.8,1,8,4,1,0.1,0
9,802,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.001,0.02,24,2.4,Z,107,0.32,1,8,4,1,0.1,0
10,802,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.021,0.005,24,2.4,Z,107,0.32,1,8,4,1,0.1,0
11,801,1,3,0,5,90,5,30,50,10,86,0,0,10,0,-,31,30,3,2,-0.002,0.018,24,3.6,Z,256,0.1,1,8,4,1,0.1,0
12,801,1,3,0,5,90,5,30,50,10,86,0,0,10,0,-,31,30,3,2,0.018,0.003,24,3.6,Z,140,0.1,1,8,4,1,0.1,0
1,8,360,50,0,90,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.302,0.5,24,0,T,,0,1,8,4,1,0.32,0
2,7,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.226,0.2061,24,0,T,,0,1,8,4,1,0.32,0
3,6,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0..157,0.1411,24,0,T,,0,1,8,4,1,0.32,0
4,5,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.111,0.0991,24,0,T,,0,1,8,4,1,0.32,0
5,4,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.073,0.0641,24,0,T,,2.8,1,8,4,1,0.32,0
6,3,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.051,0.0441,24,0,T,,2,1,8,4,1,0.32,0
7,2,10,10,0,15,160,15,19,80,00,73,0,0,0,0,+,42,15,2,4,0.032,0.02571,24,0,T,,1.12,1,8,4,1,0.32,0
8,801,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.007,0.007,24,0,T,,0.8,1,8,4,1,0.32,0
9,801,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.001,0.001,24,2.4,Z,107,0.32,1,8,4,1,0.32,0
10,801,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.021,0.021,24,2.4,Z,107,0.32,1,8,4,1,0.32,0
1,7,360,50,0,90,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.293,0.5,24,0,T,,0,1,8,4,1,0.5,0
2,6,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.217,0.1979,2,0,T,,0,1,8,4,1,0.5,0
3,5,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.148,0.1331,24,0,T,,0,1,8,4,1,0.5,0
4,4,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.102,0.0911,24,0,T,,0,1,8,4,1,0.5,0
5,3,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.064,0.0562,24,0,T,,2.8,1,8,4,1,0.5,0
6,2,50,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.042,0.0363,24,0,T,,2,1,8,4,1,0.5,0
7,801,2,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,30,2,4,0.011,0.008,24,0,T,,0.8,1,8,4,1,0.5,0
8,801,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.008,0.008,24,0,T,,0.5,1,8,4,1,0.5,0
1,7,360,50,0,90,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.293,0.5,24,0,T,,0,1,8,4,1,0.8,0
2,6,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.217,0.1979,24,0,T,,0,1,8,4,1,0.8,0
3,5,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.148,1331,24,0,T,,0,1,8,4,1,0.8,0
4,4,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.102,0.0911,24,0,T,,0,1,8,4,1,0.8,0
5,3,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.064,0.0562,24,0,T,,2.8,1,8,4,1,0.8,0
6,2,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.042,0.0363,24,0,T,,2,1,8,4,1,0.8,0
7,801,5,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,15,2,4,0.024,0.02,24,0,T,,1.12,1,8,4,1,0.8,0
8,801,2,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,30,2,4,0.011,0.008,24,0,T,,0.8,1,8,4,1,0.8,0
1,7,360,50,0,90,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.293,0.5,24,0,T,,0,1,8,4,1,1.12,0
2,6,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.217,0.1979,24,0,T,,0,1,8,4,1,1.12,0
3,5,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.148,0.1331,24,0,T,,0,1,8,4,1,1.12,0
4,4,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.102,0.0911,24,0,T,,0,1,8,4,1,1.12,0
5,3,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.064,0.0562,24,0,T,,2.8,1,8,4,1,1.12,0
6,2,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.042,0.0363,24,0,T,,2,1,8,4,1,1.12,0
7,1,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.036,24,0,T,,2,1,8,4,1,1.12,0
8,800,5,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,15,2,4,0.024,0.02,24,0,T,,1.12,1,8,4,1,1.12,0
1,6,360,50,0,90,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.282,0.5,24,0,T,,0,1,8,4,1,2,0
2,5,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.206,0.1897,24,0,T,,0,1,8,4,1,2,0
3,4,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.137,0.1232,24,0,T,,0,1,8,4,1,2,0
4,3,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.091,0.0813,24,0,T,,0,1,8,4,1,2,0
5,2,30,15,0,35,150,15,8,80,00,62,0,0,0,0,+,42,10,2,4,0.053,0.0465,24,0,T,,2.8,1,8,4,1,2,0
6,1,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.0363,24,0,T,,2,1,8,4,1,2,0
1,5,360,50,0,90,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.272,0.5,24,0,T,,0,1,8,4,1,2.8,0
2,4,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.196,0.1788,2,0,T,,0,1,8,4,1,2.8,0
3,3,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.127,0.1142,24,0,T,,0,1,8,4,1,2.8,0
4,2,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.081,0.0723,24,0,T,,0,1,8,4,1,2.8,0
5,1,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.069,0.053,24,0,T,,2.8,1,8,4,1,2.8,0
1,10,520,80,0,130,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.402,0.5,24,0,T,,0,1,11,4,1,0.1,0
2,9,360,50,0,120,60,15,8,80,03,22,0,0,1,0,+,22,10,2,4,0.296,0.2859,24,0,T,,0,1,11,4,1,0.1,0
3,8,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.227,0.207,24,0,T,,0,1,11,4,1,0.1,0
4,7,90,30,0,55,150,15,8,80,00,62,0,0,1,0,+,42,10,2,4,0.0158,0.142,24,0,T,,0,1,11,4,1,0.1,0
5,6,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.112,0.1,24,0,T,,0,1,11,4,1,0.1,0
6,5,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.074,0.065,24,0,T,,2.8,1,11,4,1,0.1,0
7,4,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.045,24,0,T,,2,1,11,4,1,0.1,0
8,3,10,10,0,15,160,15,19,80,00,73,0,0,0,0,+,42,15,2,4,0.033,0.028,24,0,T,,1.12,1,11,4,1,0.1,0
9,802,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.008,0.008,24,0,T,,0.8,1,11,4,1,0.1,0
10,802,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.001,0.02,24,0,Z,136,0.32,1,11,4,1,0.1,0
11,802,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.021,0.005,24,0,Z,136,0.32,1,11,4,1,0.1,0
12,801,1,3,0,5,90,5,30,50,10,86,0,0,10,0,-,31,30,3,2,-0.002,0.018,24,0,Z,559,0.1,1,11,4,1,0.1,0
13,801,1,3,0,5,90,5,30,50,10,86,0,0,10,0,-,31,30,3,2,0.018,0.003,24,0,Z,223,0.1,1,11,4,1,0.1,0
1,9,520,80,0,130,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.401,0.5,24,0,T,,0,1,11,4,1,0.32,0
2,8,360,50,0,120,60,15,8,80,03,22,0,0,1,0,+,22,10,2,4,0.295,0.285,24,0,T,,0,1,11,4,1,0.32,0
3,7,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.226,0.2061,24,0,T,,0,1,11,4,1,0.32,0
4,6,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.157,0.1411,24,0,T,,0,1,11,4,1,0.32,0
5,5,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.111,0.0991,24,0,T,,0,1,11,4,1,0.32,0
6,4,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.073,0.0641,24,0,T,,2.8,1,11,4,1,0.32,0
7,3,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.051,0.0441,24,0,T,,2,1,11,4,1,0.32,0
8,2,10,10,0,15,160,15,19,80,00,73,0,0,0,0,+,42,15,2,4,0.032,0.0271,24,0,T,,1.12,1,11,4,1,0.32,0
9,801,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.007,0.007,24,0,T,,0.8,1,11,4,1,0.32,0
10,801,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.001,0.02,24,0,Z,136,0.32,1,11,4,1,0.32,0
11,801,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.021,0.005,24,0,Z,136,0.32,1,11,4,1,0.32,0
1,9,520,80,0,130,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.392,0.5,24,0,T,,0,1,11,4,1,0.5,0
2,8,360,50,0,120,60,15,8,80,03,22,0,0,1,0,+,22,10,2,4,0.286,0.2763,24,0,T,,0,1,11,4,1,0.5,0
3,7,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.217,0.1979,24,0,T,,0,1,11,4,1,0.5,0
4,6,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.148,0.1331,24,0,T,,0,1,11,4,1,0.5,0
5,5,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.102,0.0911,24,0,T,,0,1,11,4,1,0.5,0
6,4,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.064,0.0562,24,0,T,,2.8,1,11,4,1,0.5,0
7,23,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.042,0.0363,24,0,T,,2,1,11,4,1,0.5,0
8,801,2,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,30,2,4,0.011,0.008,24,0,T,,0.8,1,11,4,1,0.5,0
9,801,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.008,0.008,24,0,T,,0.5,1,11,4,1,0.5,0
1,8,520,80,0,130,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.392,0.5,24,0,T,,0,1,11,4,1,0.8,0
2,7,360,50,0,120,60,15,8,80,03,22,0,0,1,0,+,22,10,2,4,0.286,0.2763,24,0,T,,0,1,11,4,1,0.8,0
3,6,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.217,0.1979,24,0,T,,0,1,11,4,1,0.8,0
4,5,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.148,0.1331,24,0,T,,0,1,11,4,1,0.8,0
5,4,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.102,0.0911,24,0,T,,0,1,11,4,1,0.8,0
6,3,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.064,0.0562,24,0,T,,2.8,1,11,4,1,0.8,0
7,2,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.042,0.0363,24,0,T,,2,1,11,4,1,0.8,0
8,801,5,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,15,2,4,0.024,0.02,24,0,T,,1.12,1,11,4,1,0.8,0
9,801,2,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,30,2,4,0.011,0.008,24,0,T,,0.8,1,11,4,1,0.8,0
1,8,520,80,0,130,45,15,4,80,03,22,0,0,1,0,+,22,10,2,,0.392,0.5,24,0,T,,0,1,11,4,1,1.12,0
2,7,360,50,0,120,60,15,8,80,03,22,0,0,1,0,+,22,10,2,4,0.286,0.2763,24,0,T,,0,1,11,4,1,1.12,0
3,6,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.217,0.1979,24,0,T,,0,1,11,4,1,1.12,0
4,5,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.148,0.1331,24,0,T,,0,1,11,4,1,1.12,0
5,4,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.102,0.0911,24,0,T,,0,1,11,4,1,1.12,0
6,3,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.064,0.0562,24,0,T,,2.8,1,11,4,1,1.12,0
7,2,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.042,0.0363,24,0,T,,2,1,11,4,1,1.12,0
8,1,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.036,24,0,T,,2,1,11,4,1,1.12,0
9,800,5,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,15,2,4,0.024,0.02,24,0,T,,1.12,1,11,4,1,1.12,0
1,7,520,80,0,130,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.381,0.5,24,0,T,,0,1,11,4,1,2,0
2,65,360,50,0,120,60,15,8,80,03,22,0,0,1,0,+,22,10,2,4,0.275,0.2657,24,0,T,,0,1,11,4,1,2,0
3,5,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.206,0.1879,24,0,T,,0,1,11,4,1,2,0
4,4,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.137,0.1232,24,0,T,,0,1,11,4,1,2,0
5,3,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.091,0.0813,24,0,T,,0,1,11,4,1,2,0
6,2,30,15,0,35,150,15,8,80,00,62,0,0,0,0,+,42,10,2,4,0.053,0.0465,24,0,T,,2.8,1,11,4,1,2,0
7,1,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.036,24,0,T,,2,1,11,4,1,2,0
1,6,520,80,0,130,45,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.371,0.5,24,T,T,,0,1,11,4,1,2.8,0
2,5,360,50,0,120,60,15,8,80,03,22,0,0,1,0,+,22,10,2,4,0.265,0.256,24,0,T,,0,1,11,4,1,2.8,0
3,4,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.196,0.1788,24,0,T,,0,1,11,4,1,2.8,0
4,3,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.127,0.1142,24,0,T,,0,1,11,4,1,2.8,0
5,2,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.081,0.0723,24,0,T,,0,1,11,4,1,2.8,0
6,1,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.069,0.053,24,0,T,,2.8,1,11,4,1,2.8,0
1,10,600,100,0,150,45,15,5,80,03,22,0,0,0,0,+,22,10,2,4,0.462,0.5,24,0,T,,0,1,15,4,1,0.1,0
2,9,360,50,0,120,60,15,8,80,03,22,0,0,0,0,+,22,10,2,4,0.296,0.2859,24,0,T,,0,1,15,4,1,0.1,0
3,8,140,30,0,75,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.227,0.207,24,0,T,,0,1,15,4,1,0.1,0
4,7,90,30,0,55,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.158,0.142,24,0,T,,0,1,15,4,1,0.1,0
5,6,60,30,0,45,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.112,0.1,24,0,T,,0,1,15,4,1,0.1,0
6,5,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.074,0.065,24,0,T,,2.8,1,15,4,1,0.1,0
7,4,20,10,0,25,150,15,8,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.045,24,0,T,,2,1,15,4,1,0.1,0
8,3,10,10,0,15,160,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.033,0.028,24,0,T,,1.12,1,15,4,1,0.1,0
9,802,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.008,0.008,24,0,T,.,0.8,1,15,4,1,0.1,0
10,802,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.001,0.02,24,2.4,Z,204,0.32,1,15,4,1,0.1,0
11,802,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.021,0.005,24,2.4,Z,204,0.32,1,15,4,1,0.1,0
12,801,1,3,0,5,90,5,30,50,10,86,0,0,10,0,-,31,30,3,2,-0.002,0.018,24,3.6,Z,1008,0.1,1,15,4,1,0.1,0
13,801,1,3,0,5,90,5,30,50,10,86,0,0,10,0,-,31,30,3,2,0.018,0.003,24,3.6,Z,307,0.1,1,15,4,1,0.1,0
1,9,600,100,0,150,45,15,5,80,00,22,0,0,1,0,+,22,10,2,4,0.0461,0.5,24,0,T,,0,1,15,4,1,0.32,0
2,8,360,50,0,120,60,15,8,80,03,22,0,0,1,0,+,22,10,2,4,0.295,0.285,24,0,T,,0,1,15,4,1,0.32,0
3,7,140,30,0,75,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.226,0.2061,24,0,T,,0,1,15,4,1,0.32,0
4,6,90,30,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.157,0.1411,24,0,T,,0,1,15,4,1,0.32,0
5,5,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.111,0.0911,24,0,T,,0,1,15,4,1,0.32,0
6,4,30,15,0,35,150,15,8,80,03,73,0,0,0,0,+,42,10,2,4,0.073,0.0641,24,0,T,,2.8,1,15,4,1,0.32,0
7,3,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.051,0.0441,24,0,T,,2,1,15,4,1,0.32,0
8,2,10,10,0,15,160,15,19,80,00,73,0,0,0,0,+,42,15,2,4,0.032,0.0271,24,0,T,,1.12,1,15,4,1,0.32,0
9,801,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.007,0.007,24,0,T,,0.8,1,15,4,1,0.32,0
10,801,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.001,0.02,24,2.4,Z,204,0.32,1,15,4,1,0.32,0
